ESTACAO;UF;MUNICIPIO;NOME;ESTADO;DATA_ATIVACAO;DATA_ULTIMA_MODIF;LAT;LONG;ENDERE«O;GCN;SITES_INTERNOS;DESCRICAO_SITES_INTERNOS
CBF;RJ;CABO FRIO;CABO FRIO I;Instalado;2014-04-05 20:53:08 UTC;2018-07-11 11:00:11 UTC;-228794223;-420179397;RUA RAUL VEIGA, 378, CENTRO, CABO FRIO - RJ 28907090;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;2¬∫ ANDAR  -  RICD, 3¬∞ ANDAR-RICD., ALCATEL - NGN / 3 ANDAR, ARC01_CX_ELR-I_AXE/ 3 ANDAR, CBF02_CX_TROPICO R_ 3 ANDAR, COMUNICACAO DE DADOS 3 ANDAR, Datacom, EST/CBF/NI/NI, GPON, HUAWEI - NGN / 3 ANDAR, MODEM OPTICO FICTICIO, Metro, Newbridge, RADIOS ANATEL, RMS, TRANSMISSAO, TRANSMISSAO - 3 ANDAR, TRANSMISS√ÉO, TX, TX/3¬∫ANDAR, ZETAX  / 2646-41 / 3ANDAR
CBGT;PR;COLOMBO;GUARAITUBA - RUA COIMBRA 500;Instalado;2016-08-21 15:07:06 UTC;2019-02-23 20:33:25 UTC;-25350276;-49175112;RUA COIMBRA, 500, SANTA TEREZINHA, COLOMBO - PR 83408640 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CBGT/TT/01, ANDAR/CBGT/TT/TX, EST/CBGT/NI/NI
CBI;MG;CAMBUI;CAMBUI;Instalado;2014-04-05 20:45:36 UTC;2014-04-05 20:45:36 UTC;-226088889;-460602778;AVENIDA DO CARMO, SN, CENTRO, CAMBUI - MG 37600000;N„o;Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/CBI/NI/NI, Newbridge, TERREO - EQUIPAMENTOS, TRANSMISSAO-TERREO, TRANSMISS√ÉO
CBM;RS;CAMPO BOM;CAMPO BOM;Instalado;2016-08-21 15:07:06 UTC;2022-10-04 21:13:38 UTC;-296775094;-510577082;AVENIDA ADRIANO DIAS, 241, CENTRO, CAMPO BOM - RS 93700000 ;N„o;Sala, Sala, Sala, Sala;ANDAR/CBM/01/TX, ANDAR/CBM/TT/CD, EST/CBM/NI/NI
CBU;RJ;CASIMIRO DE ABREU;CASIMIRO DE ABREU I;Instalado;2014-04-05 20:53:11 UTC;2021-02-25 20:06:37 UTC;-224808087;-422051926;RUA JOSE JORGE, 93, CENTRO, CASIMIRO DE ABREU - RJ 28860000;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS, CX_CBU01_BATIK, DG - TERREO, Datacom, EST/CBU/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, TERREO - SALA TX, TRANSMISSAO - TERREO
CCA;MG;BELO HORIZONTE;CONJ CASTANHEIRAS;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
CCO;SC;CHAPECO;CHAPECO;Instalado;2018-12-14 12:32:18 UTC;2023-12-20 11:16:54 UTC;-271014593;-526158998;RUA MAL JOSE B. BORMANN-D, 72, CENTRO, CHAPECO - SC 89802120 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CCO/01/20 CD, ANDAR/CCO/01/20 TX, ANDAR/CCO/TT/01, ANDAR/CCO/TT/010 TX, EST/CCO/NI/NI
CDIS;SC;ITAJAI;CORDEIROS;Instalado;2021-05-07 19:16:07 UTC;2021-05-10 15:12:07 UTC;-268884756;-487009793;RUA GUSTAVO BERNET, 78, CORDEIROS, ITAJAI - SC 88310550 ;N„o;Sala, Sala, Sala;ANDAR/CDIS/TT/001, ANDAR/CDIS/TT/01, TX
CDL;GO;APARECIDA DE GOIANIA;CIDADE LIVRE;Instalado;2018-12-17 15:01:10 UTC;2021-03-16 14:47:20 UTC;-16822861;-49285458;RUA 22 Q 44, 17, LOTE 16, INDEPENDENCIA, APARECIDA DE GOIANIA - GO 74967150;N„o;Sala;SALA DE TRANSMISSAO
CE;RR;BOA VISTA;CENTRO DE BOA VISTA;Instalado;2014-04-05 19:37:25 UTC;2023-12-20 13:05:29 UTC;28228693;-606740176;AVENIDA CAPITAO ENE GARCEZ, 130, CENTRO, BOA VISTA - RR 69301161 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;7IP CE_COMUTACAO_TROPICO, CE001_COMUTACAO_TROPICO RA, Datacom, EST/CE/NI/NI, Metro, Newbridge, REDE M”VEL, RMS, TRANSMISSAO - 1 ANDAR, Transmiss„o
CEN;RS;CANELA;CEN;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-293655556;-508155556;0;N„o;Sala;ANDAR/CEN/01/TX
CENT;MG;MUTUM;CENT CENTENARIO VSAT;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-194135;-41282;0;N„o;0;0
CGD;MG;JUIZ DE FORA;C GRANBERY S DUMONT;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-214551;-43211;0;N„o;0;0
CGS;MG;CATAGUASES;CATAGUASES;Instalado;2014-04-05 20:45:48 UTC;2019-05-23 17:26:14 UTC;-21388705;-426912908;PRACA SANDOVAL AZEVEDO, 19, CENTRO, CATAGUASES - MG 36770046;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CGS01_COMUTACAO-AXE, DADOS, Datacom, EST/CGS/NI/NI, Metro, Newbridge, RMS, TRANSMISSAO, TRANSMISSAO-TERREO, TRANSMISS√ÉO - T√âRREO, TRANSMISS√ÉO 1¬∫ ANDAR, TX / 3¬∫ANDAR
CHN;MG;BELO HORIZONTE;CONJUNTO HABITACIONAL NOVA CONTAGEM;Instalado;2014-04-05 20:46:09 UTC;2020-09-11 13:18:39 UTC;-198282528;-441490065;RUA VL 6, 800, NOVA CONTAGEM, BELO HORIZONTE - MG 32050325;N„o;Sala, Sala, Sala;Datacom, EST/CHN/NI/NI, Metro
CIK;MG;BETIM;CITROLANDIA;Instalado;2014-04-05 20:46:10 UTC;2014-04-05 20:46:10 UTC;-200250966;-442301152;AVENIDA DOUTOR JOSE MARIANO, 198, CITROLANDIA, BETIM - MG 32641834;N„o;Sala, Sala, Sala, Sala;Datacom, EST/CIK/NI/NI, Metro, PCM
CIM;ES;CACHOEIRO DE ITAPEMIRIM;CACHOEIRO DE ITAPEMIRIM;Instalado;2014-04-05 20:45:52 UTC;2021-06-17 19:26:47 UTC;-208511197;-411121786;RUA COSTA PEREIRA, 110, CENTRO, CACHOEIRO DE ITAPEMIRIM - ES 29300090;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CIM01_COMUTACAO_AXE, CIM01_ELL_COMUTACAO _AXE, COLOCATION EBT 3¬∞ANDAR, COMUTACAO ANALOGICA, Datacom, EST/CIM/NI/NI, HUAWEI - NGN / 4 ANDAR, Metro, Newbridge, RADIO - 6 ANDAR, RMS, TRANSMISSAO-3 ANDAR, TRANSMISS√ÉO - T√âRREO, TRANSMISS√ÉO 3¬∫ANDAR, TX - 4¬∫ ANDAR, Transmiss„o (305)
CIN;MG;BELO HORIZONTE;CIDADE INDUSTRIAL;Instalado;2021-07-12 19:09:52 UTC;2025-08-12 13:13:11 UTC;-1995273;-44020258;AVENIDA CARDEAL EUGENIO PACELLI, 1052, CIDADE INDUSTRIAL, BELO HORIZONTE - MG 32210002 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/CIN/ONS/TX, ANDAR/CIN/PTN/01, ANDAR/CIN/PTN/TX, ANDAR/CIN/TT/TX, EST/CIN/NI/NI
CIO;RS;CARAZINHO;CARAZINHO;Instalado;2016-08-21 15:07:06 UTC;2021-08-02 19:21:35 UTC;-282877192;-527953161;PRACA PAUL HARRIS, 46, CENTRO, CARAZINHO - RS 99500000 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/CIO/01/TX, ANDAR/CIO/TT/TX, EST/CIO/NI/NI, Sala de Dados
CIVT;ES;SERRA;CIVIT;Instalado;2014-04-05 20:45:34 UTC;2020-07-17 17:46:38 UTC;-201592768;-402516219;RUA MORRO DO CONTORNO, 364, MATA DA SERRA, SERRA - ES 29168139;N„o;Sala, Sala, Sala, Sala, Sala;CRPN01_CX_AXE-TERREO, Datacom, EST/CIVT/NI/NI, Metro, TRANSMISSAO - TERREO
CJD;SP;CAMPINAS;CAS JC DOIS;Instalado;2015-09-03 12:07:47 UTC;2021-11-30 14:36:03 UTC;-228910117;-470792385;RUA QUATORZE BIS, 175, JARDIM CHAPADAO, CAMPINAS - SP 13070040 ;N„o;Sala, Sala;EST/CJD/NI/NI, SALA TX
CJF;AP;MACAPA;JARDIM FELICIDA;Instalado;2014-04-05 19:37:21 UTC;2020-08-24 01:51:53 UTC;0.0932226;-510647991;RODOVIA BR 210, 2348, BONE AZUL, MACAPA - AP 68909516;N„o;Sala, Sala, Sala, Sala, Sala, Sala;CX_AXE-ACTO1/TERREO, DADOS/TERREO, Datacom, EST/CJF/NI/NI, Newbridge, TRANSMISSAO - TERREO
CJM;SP;CAJAMAR;CAJAMAR;Instalado;2022-08-10 21:19:05 UTC;2022-08-10 21:22:05 UTC;-234083203;-468550913;0;N„o;0;0
CLG;PR;CAMPO LARGO;CAMPO LARGO;Instalado;2022-05-23 17:25:44 UTC;2022-07-19 11:37:42 UTC;-254564638;-495268251;AVENIDA VER ARLINDO CHEMIN, 170, CENTRO, CAMPO LARGO - PR 83601070 ;N„o;Sala, Sala, Sala;ANDAR/CLG/TT/01, ComutaÁ„o, TX
CLO;MG;BELO HORIZONTE;CLORIS;Instalado;2014-04-05 20:46:09 UTC;2014-04-05 20:46:09 UTC;-198209488;-439510344;RUA DOS PESSEGUEIROS, 31, VL CLORIS, BELO HORIZONTE - MG 31744072;N„o;Sala, Sala, Sala, Sala;Datacom, EQUIPAMENTOS, EST/CLO/NI/NI, Metro
CMCE;MS;CORUMBA;TEL CORUMBA;Instalado;2022-06-27 19:48:10 UTC;2022-09-07 14:55:58 UTC;-190019444;-576512894;RUA D AQUINO, 0, CENTRO, CORUMBA - MS 79303060 ;N„o;Sala, Sala, Sala;ANDAR/CMCE/3CD/CD, ANDAR/CMCE/3TX/TX
CN;RR;BOA VISTA;CARANA;Instalado;2014-04-05 19:37:25 UTC;2014-04-05 19:37:25 UTC;28453349;-607180057;RUA JOCA FARIAS, 1078, CARANA, BOA VISTA - RR 69313612;N„o;Sala, Sala, Sala, Sala;CX_TROPICO RA BT001/1ANDAR, Datacom, EST/CN/NI/NI, TRANSMISSAO - 1ANDAR
CNCL;GO;CALDAS NOVAS;CNCL;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-177252778;-486147222;0;N„o;0;0
CNO;MG;BELO HORIZONTE;CIDADE NOVA;Instalado;2014-04-05 20:46:09 UTC;2025-08-05 14:33:47 UTC;-198892715;-439218873;0;N„o;Sala, Sala, Sala, Sala;COMUTACAO, Datacom, EST/CNO/NI/NI, TRANSMISSAO/PRESSURIZACAO
CNT;RR;CANTA;CANTA;Instalado;2014-04-05 19:37:28 UTC;2014-04-05 19:37:28 UTC;26111685;-605979629;0;N„o;Sala, Sala;Datacom, TRANSMISSAO - TERREO
CNW;BA;CANDEAL;CANDEAL;Instalado;2014-04-03 14:08:02 UTC;2022-09-22 21:07:08 UTC;-118083333;-391194444;PRACA ALVARO LOBO, SN, CENTRO, CANDEAL - BA 48710000 ;N„o;Sala, Sala;Datacom, PCM/CMT
COL;ES;COLATINA;COLUMBIA   ELI;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-193222;-40375;0;N„o;0;0
CON;GO;CAIAPONIA;CON;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-169566667;-518102778;0;N„o;Sala, Sala, Sala;ANDAR/CON/08/TX, ANDAR/CON/TT/00, ANDAR/CON/TT/01
COP;MG;CAETANOPOLIS;CAETANOPOLIS;Instalado;2014-04-05 20:45:50 UTC;2014-04-05 20:45:50 UTC;-192955712;-44413219;PRACA ANTONINO PINTO MASCARENHAS, 200, CENTRO, CAETANOPOLIS - MG 35770000;N„o;Sala, Sala, Sala, Sala;Datacom, SALA 1, SLA01_COMUTACAO_ELR-AXE, TRANSMISSAO - TERREO
COS;MG;BETIM;CAMPO DO OURIQUE;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-19584;-441154;0;N„o;0;0
CPAE;MS;CAMPO GRANDE;AEROPORTO;Instalado;2016-08-21 15:07:06 UTC;2021-05-12 11:38:23 UTC;-204527106;-546649531;RUA BELO HORIZONTE, 692, JARDIM IMA, CAMPO GRANDE - MS 79102200 ;N„o;Sala, Sala;ANDAR/CPAE/TT/1TX
CPBA;MS;CAMPO GRANDE;BANDEIRANTES;Instalado;2016-08-21 15:07:06 UTC;2020-05-28 17:42:37 UTC;-205133126;-54655627;AVENIDA DR GUNTER HANS, 3246, JARDIM TIJUCA, CAMPO GRANDE - MS 79092612;N„o;Sala, Sala, Sala, Sala;ANDAR/CPBA/CPBA/1TX, ANDAR/CPBA/CPBA/CD, EST/CPBA/NI/NI
CPCE;MS;CAMPO GRANDE;RUI BARBOSA;Instalado;2018-02-24 23:06:49 UTC;2023-12-20 12:01:47 UTC;-204588519;-546145664;RUA RUI BARBOSA, 3040, CENTRO, CAMPO GRANDE - MS 79002953 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CPCE/5CD/191, ANDAR/CPCE/5CD/197-CD 3G, ANDAR/CPCE/5TT/192, ANDAR/CPCE/5TX/178, ANDAR/CPCE/5TX/192, ANDAR/CPCE/TT/DS, ComutaÁ„o, EST/CPCE/NI/NI, MOVEL, SMP
CPCL;MS;CAMPO GRANDE;CPCL;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-20.48;-546386111;0;N„o;0;0
CPIP;PR;CAMPO MOURAO;CPO MOURAO/IRMAOS PEREIRA , 1480;Instalado;2014-04-05 22:18:37 UTC;2022-10-17 20:53:29 UTC;-240457099;-523782326;AVENIDA IRMAOS PEREIRA, 1480, CENTRO, CAMPO MOURAO - PR 87300010 ;N„o;Sala, Sala, Sala, Sala;ANDAR/CPIP/TT/01, ANDAR/CPIP/TT/02, ANDAR/CPIP/TT/TX
CPIS;BA;SALVADOR;CAMPINAS;Instalado;2019-04-18 17:49:35 UTC;2019-04-18 17:53:17 UTC;-129161918;-384636986;RUA JARDIM CAMPINAS, 2, CAMPINAS DE PIRAJA, SALVADOR - BA 41275132;N„o;Sala, Sala, Sala;EST/CPIS/NI/NI
CPMO;MS;CAMPO GRANDE;MORENAO;Instalado;2020-03-14 22:10:51 UTC;2022-11-07 17:41:46 UTC;-205202782;-546002789;RUA ELESBAO MURTINHO, 299, UNIVERSITARIO, CAMPO GRANDE - MS 79071203 ;N„o;Sala, Sala, Sala;ANDAR/CPMO/2TX/41, EST/CPMO/NI/NI
CPNL;MS;CAMPO GRANDE;NOVA LIMA;Instalado;2022-04-26 18:09:44 UTC;2022-04-27 21:49:00 UTC;-204187273;-545696434;RUA MIGUEL SEBA, 645, VILA MATA DO JACINTO, CAMPO GRANDE - MS 79033150 ;N„o;Sala, Sala, Sala, Sala;ANDAR/CPNL/TT/1CD, ANDAR/CPNL/TT/1TX, EST/CPNL/NI/NI
CPR;MG;BELO HORIZONTE;CARLOS PRATES;Instalado;2014-04-05 20:46:09 UTC;2020-06-23 16:31:42 UTC;-199117183;-439705273;AVENIDA DOM PEDRO II, 3110, CAICARAS, BELO HORIZONTE - MG 30770162;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;DADOS / 1ANDAR, Datacom, EST/CPR/NI/NI, Metro, Newbridge, RMS, TERREO - TX, TRANSMISSAO - 1 ANDAR, TRANSMISS√ÉO - TERREO
CPS;RJ;CAMPOS DOS GOYTACAZES;CAMPOS I;Instalado;2014-04-05 20:53:13 UTC;2018-07-09 11:55:18 UTC;-217593891;-413234076;AVENIDA TREZE DE MAIO, 80, CENTRO, CAMPOS DOS GOYTACAZES - RJ 28010260;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CPS/01/TX, ARC01_CX_ELR_AXE, CBF, COBERTURA - SALA 705, COMUNICACAO DE DADOS 4 ANDAR, COMUTA«√ÉO, CPS01_COMUTACAO_S12, CPS01_COMUTACAO_ZETAX, Datacom, EST/CPS/NI/NI, GPON, HUAWEI - NGN /, MODEM OPTICO FICTICIO, Metro, Newbridge, RADIOS ANATEL, RMS, SALA GPON, SALA GPON, TERREO - SALA 1, TRANSMISSAO, TRANSMISSAO - 2 ANDAR, TRANSMISSAO - 4 ANDAR, TRANSMISS√ÉO, TX / 4¬∫ ANDAR
CRF;MG;CORONEL FABRICIANO;CORONEL FABRICIANO;Instalado;2014-04-05 20:45:46 UTC;2022-10-05 20:06:45 UTC;-195277237;-426244481;RUA DOUTOR QUERUBINO, 434, CENTRO, CORONEL FABRICIANO - MG 35170001;N„o;Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/CRF/NI/NI, Metro, Newbridge, RMS, TRANSMISSAO - TERREO
CRPN;ES;SERRA;CARAPINA;Instalado;2014-04-05 20:45:34 UTC;2021-05-26 13:13:53 UTC;-202163265;-402682351;RUA SAO PEDRO, 108, JD LIMOEIRO, SERRA - ES 29164042 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CRPN1_COMUTACAO-AXE, Datacom, EQUIPAMENTOS/1¬∞PAV., EST/CRPN/NI/NI, Metro, M√≥vel, Newbridge, RADIO, RMS, TRANSMISSAO -2 ANDAR, TX, TX/TERREO
CRRS;RJ;PETROPOLIS;CORREIAS I;Instalado;2014-04-05 20:53:12 UTC;2019-01-07 11:51:23 UTC;-224430323;-431399141;RUA JOSE CANDIDO, 22, CORREAS, PETROPOLIS - RJ 25720290;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, Datacom, EST/CRRS/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, TRANSMISSAO
CSGO;PR;CASCAVEL;GENERAL OS”RIO;Instalado;2018-11-21 17:57:20 UTC;2020-10-20 18:16:33 UTC;-249588238;-534564285;RUA GEN OSORIO, 3442, CENTRO, CASCAVEL - PR 85801110 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CSGO/04/DADOS, ANDAR/CSGO/04/TX, ANDAR/CSGO/06/01, ANDAR/CSGO/06/SAL, ANDAR/CSGO/06/TX, ANDAR/CSGO/06/TX2, ANDAR/CSGO/TT/CD, ANDAR/CSGO/TT/TX, EST/CSGO/NI/NI
CSL;CE;ACARAU;CELSOLANDIA;Instalado;2015-09-24 12:09:04 UTC;2015-09-24 12:09:04 UTC;-25931;-40748;0;N„o;Sala;TRANSMISSAO - TERREO
CSP;MG;BELO HORIZONTE;CONJ SARANDI PRIMEIRO;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
CTAC;RJ;CANTAGALO;CTAC;Instalado;2022-06-13 15:10:23 UTC;2022-06-13 15:10:23 UTC;-79;-179;0;N„o;Sala;URA/CTAC/NI/NI
CTBQ;PR;CURITIBA;CURITIBA;Instalado;2022-07-28 22:00:59 UTC;2022-09-27 13:38:07 UTC;-254854595;-492437387;RUA ANNE FRANK, 2183, BOQUEIRAO, CURITIBA - PR 81650020 ;N„o;Sala, Sala, Sala, Sala;ANDAR/CTBQ/01/TX, ANDAR/CTBQ/02/TXD, ANDAR/CTBQ/TT/01
CTBV;PR;CURITIBA;CURITIBA/BOA VISTA-R ATILIO BARBOSA, 166;Instalado;2016-08-21 15:07:06 UTC;2020-06-20 19:47:28 UTC;-25390508;-492384022;RUA DEP ATILIO DE ALMEIDA BARB, 166, BOA VISTA, CURITIBA - PR 82560460;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala;01, ANDAR/CTBV/02/TX, ANDAR/CTBV/03/TXD, ANDAR/CTBV/TT/01, EST/CTBV/NI/NI, SMP
CTCJ;PR;CURITIBA;CURITIBA/CAJURU;Instalado;2018-12-14 12:23:30 UTC;2019-01-03 12:24:22 UTC;-254479221;-492206209;RUA LUIZ FRANCA, 1170, CAJURU, CURITIBA - PR 82940090;N„o;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CTCJ/02/TX, ANDAR/CTCJ/TT/01, ANDAR/CTCJ/TT/TXD, EST/CTCJ/NI/NI
CTCR;PR;CURITIBA;CTA/CRISTO REI- REINALDINO S QUADROS 593;Instalado;2016-08-21 15:07:06 UTC;2018-07-13 16:53:07 UTC;-254296509;-49251931;0;N„o;Sala, Sala, Sala, Sala;ANDAR/CTCR/02/TX, ANDAR/CTCR/02/TXD, ANDAR/CTCR/TT/01, EST/CTCR/NI/NI
CTDI;MG;DIVINOPOLIS;CENTRO;Instalado;2014-04-05 20:45:43 UTC;2019-10-07 12:20:14 UTC;-201421395;-448894018;RUA RIO DE JANEIRO, 434, PREDIO PREDIO OI, CENTRO, DIVINOPOLIS - MG 35500009;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;DG-TERREO, DVL, Datacom, EST/CTDI/NI/NI, HUAWEI - NGN / 3 ANDAR, Metro, M√≥vel, Newbridge, RMS, TRANSMISSAO - 2¬∞ ANDAR, TRANSMISSAO-1ANDAR, TRANSMISS√ÉO - TERREO, TX, Transmiss„o
CTJE;PR;CURITIBA;JESU√çNO;Instalado;2014-12-15 00:00:00 UTC;2019-02-14 15:52:32 UTC;-25434105;-49276374;RUA VSC DE NACAR, 1415, CENTRO, CURITIBA - PR 80410201;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CTJE/01/TX, ANDAR/CTJE/02/93, ANDAR/CTJE/02/DADOS, ANDAR/CTJE/TT/01, ANDAR/CTJE/TT/TX, ANDAR/CTJE/TX/01, ANDAR/CTJE/TX/TXD - TEST, EST/CTJE/NI/NI, Sala GPON, TRANSMISSAO, TX
CTJV;PR;CURITIBA;CURITIBA/JUVEVE - R ANITA GARIBALDI, 523;Instalado;2016-08-21 15:07:06 UTC;2018-07-18 13:58:43 UTC;-254080884;-49256823;0;N„o;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CTJV/01/01, ANDAR/CTJV/02/TX, ANDAR/CTJV/02/TXD, ANDAR/CTJV/03/TX, ANDAR/CTJV/TT/01, EST/CTJV/NI/NI
CTL;MG;BELO HORIZONTE;CONSTRUTORA TENDA LTDA;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
CTME;PR;CURITIBA;MERC√äS;Instalado;2018-07-16 13:14:01 UTC;2020-06-02 11:51:00 UTC;-25423868;-492940987;RUA PROF LYCIO G C VELLOZO, 191, MERCES, CURITIBA - PR 80710650;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CTME/01/TX, ANDAR/CTME/02/DADOS, ANDAR/CTME/02/TX, ANDAR/CTME/FW/DADOS, ANDAR/CTME/FW/TX, ANDAR/CTME/FW/TXD, ANDAR/CTME/TT/01, ANDAR/CTME/TT/TX, ANDAR/CTME/TT/TXD, EST/CTME/NI/NI
CTO;BA;BARRA DO MENDES;TERREO;Instalado;2019-01-08 16:52:27 UTC;2019-01-08 16:58:30 UTC;-337926418;-534191934;BECO CAROLINA, 34, PEDREIRA PRADO LOPES, BELO HORIZONTE - MG 31210698;N„o;0;0
CTOP;PI;TERESINA;CENTRO;Instalado;2014-04-05 19:37:15 UTC;2024-09-17 19:24:05 UTC;-50896551;-428088201;AVENIDA FREI SERAFIM, 1792, CENTRO, TERESINA - PI 64001020 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;1¬∫ ANDAR / SL. TX, CPD/DDR, Datacom, EQUPTO. 1 ANDAR, EQUPTO. 3 ANDAR, EST/CTOP/NI/NI, HUAWEI - NGN / 1 ANDAR, MBO, Metro, M√≥vel, Newbridge, PCM, PTS 7IP /TROPICO /, RMS, SS, TRANSMISSAO- TERREO, TRANSMISS√ÉO, TRANSMISS√ÉO 3¬∫ ANDAR, TRANSMISS√ÉO/T√âRREO, TX, TX, Transmiss„o
CTOR;PR;CURITIBA;ORLEANS PROF PEDRO VIRIATO P SOUZA,4120;Instalado;2016-08-21 15:07:06 UTC;2018-07-16 14:05:14 UTC;-254402902;-493469552;0;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/CTOR/02/TX, ANDAR/CTOR/TT/01, ANDAR/CTOR/TT/TX, ANDAR/CTOR/TT/TXD, EST/CTOR/NI/NI
CTOS;BA;SALVADOR;COUTOS;Instalado;2014-04-03 14:07:55 UTC;2019-04-10 14:35:08 UTC;-128460731;-384696552;AVENIDA AFRANIO PEIXOTO, 159, LOBATO, SALVADOR - BA 40470630;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CTOS2_COMUTACAO-TROPICO RA, Datacom, EST/CTOS/NI/NI, Metro, Newbridge, TRANSMISSAO - TERREO
CTPI;PR;CURITIBA;CURITIBA - PINHEIRINHO;Instalado;2018-12-04 11:35:41 UTC;2019-05-20 19:41:34 UTC;-254902806;-49296262;RUA LUIZ LEOPOLDO LANDAL, 216, NOVO MUNDO, CURITIBA - PR 81050120 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CTPI/01/TX, ANDAR/CTPI/TT/01, ANDAR/CTPI/TT/TX, ANDAR/CTPI/TT/TXD, EST/CTPI/NI/NI
CTSF;PR;CURITIBA;CURITIBA/STA FELICIDADE-R T TULIO 2119;Instalado;2018-07-16 13:38:57 UTC;2020-09-17 02:33:38 UTC;-254110312;-493474739;AVENIDA VER TOALDO TULIO, 2119, SANTA FELICIDADE, CURITIBA - PR 82320010 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/CTSF/01/TXD, ANDAR/CTSF/TT/01, ANDAR/CTSF/TT/TX, EST/CTSF/NI/NI
CTSL;PR;CURITIBA;S√ÉO LOUREN«O;Instalado;2018-07-18 12:53:06 UTC;2018-07-18 12:54:31 UTC;-253810156;-492644633;0;N„o;Sala, Sala, Sala;ANDAR/CTSL/TT/01, ANDAR/CTSL/TT/TX, ANDAR/CTSL/TT/TXD
CTV1;PR;CURITIBA;SECULO XX1 - R VISCONDE DE NACAR;Instalado;2016-08-21 15:07:06 UTC;2018-09-18 12:23:57 UTC;-254350225;-492761154;0;N„o;Sala, Sala;ANDAR/CTV1/TT/01, ANDAR/CTV1/TT/TX
